FID,OBJECTID,UIDENT,NAW1_EN,NAW1_SP,NAW1_FR,NAW2_EN,NAW2_SP,NAW2_FR,NAW3_EN,NAW3_SP,NAW3_FR,NAW4_EN,NAW4_SP,NAW4_FR,TRANS_BND,MAP_COLOR,INTERNAL,FED_REF,COUNTRY,USA_REG,USA_SUB,USA_ACC,USA_REG_NA,USA_SUB_NA,USA_ACC_NA,CAN_MDA,CAN_SDA,CAN_MDA_EN,CAN_MDA_FR,CAN_SDA_EN,CAN_SDA_FR,MEX_FC_RH,MEX_REG_RH,EDIT_DATE,EDIT,comments,Shape_Leng,Shape_Area
785,786,83916,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Southern Boundary Ranges,Southern Boundary Ranges,Chaînons Boundary méridionaux,1,50,-999,190101,USA,19,1901,190101,Alaska Region,Southeast Alaska,Southern Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,455836.741151000023820,2967354470.960000038146973
786,787,84016,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Southern Boundary Ranges,Southern Boundary Ranges,Chaînons Boundary méridionaux,1,50,-999,190101,USA,19,1901,190101,Alaska Region,Southeast Alaska,Southern Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,20942.913794299998699,28504693.165899999439716
787,788,84116,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Southern Boundary Ranges,Southern Boundary Ranges,Chaînons Boundary méridionaux,1,50,-999,190101,USA,19,1901,190101,Alaska Region,Southeast Alaska,Southern Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,58095.122746699998970,140105262.544999986886978
788,789,84216,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Southern Boundary Ranges,Southern Boundary Ranges,Chaînons Boundary méridionaux,1,50,-999,190101,USA,19,1901,190101,Alaska Region,Southeast Alaska,Southern Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,33967.117210600001272,49731287.180600002408028
789,790,84316,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Southern Boundary Ranges,Southern Boundary Ranges,Chaînons Boundary méridionaux,1,50,-999,190101,USA,19,1901,190101,Alaska Region,Southeast Alaska,Southern Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,36159.303013199998531,74188877.245299994945526
790,791,84416,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Southern Boundary Ranges,Southern Boundary Ranges,Chaînons Boundary méridionaux,1,50,-999,190101,USA,19,1901,190101,Alaska Region,Southeast Alaska,Southern Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,36924.472137999997358,89448799.175300002098083
791,792,84516,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Southern Boundary Ranges,Southern Boundary Ranges,Chaînons Boundary méridionaux,1,50,-999,190101,USA,19,1901,190101,Alaska Region,Southeast Alaska,Southern Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,42282.584058000000368,113091652.532000005245209
792,793,84616,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Central Boundary Ranges,Central Boundary Ranges,Chaînons Boundary centraux,1,50,-999,190102,USA,19,1901,190102,Alaska Region,Southeast Alaska,Central Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,16255.327415199999450,15815354.208599999547005
793,794,84716,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Central Boundary Ranges,Central Boundary Ranges,Chaînons Boundary centraux,1,50,-999,190102,USA,19,1901,190102,Alaska Region,Southeast Alaska,Central Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,31288.043454400001792,41443840.517099998891354
794,795,84816,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Southern Boundary Ranges,Southern Boundary Ranges,Chaînons Boundary méridionaux,1,50,-999,190101,USA,19,1901,190101,Alaska Region,Southeast Alaska,Southern Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,853067.816141000017524,10220789687.200000762939453
795,796,84916,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Southern Boundary Ranges,Southern Boundary Ranges,Chaînons Boundary méridionaux,1,50,-999,190101,USA,19,1901,190101,Alaska Region,Southeast Alaska,Southern Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,36266.074632000003476,77966365.469600006937981
796,797,85016,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Southern Boundary Ranges,Southern Boundary Ranges,Chaînons Boundary méridionaux,1,50,-999,190101,USA,19,1901,190101,Alaska Region,Southeast Alaska,Southern Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,67572.679340799993952,197614055.018999993801117
797,798,85116,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Southern Boundary Ranges,Southern Boundary Ranges,Chaînons Boundary méridionaux,1,50,-999,190101,USA,19,1901,190101,Alaska Region,Southeast Alaska,Southern Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,30801.921100899999146,62498707.149099998176098
798,799,85216,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Southern Boundary Ranges,Southern Boundary Ranges,Chaînons Boundary méridionaux,1,50,-999,190101,USA,19,1901,190101,Alaska Region,Southeast Alaska,Southern Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,23145.485680000001594,26883446.237599998712540
799,800,85316,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Southern Boundary Ranges,Southern Boundary Ranges,Chaînons Boundary méridionaux,1,50,-999,190101,USA,19,1901,190101,Alaska Region,Southeast Alaska,Southern Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,27001.563620000000810,48452293.410800002515316
800,801,85416,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Central Boundary Ranges,Central Boundary Ranges,Chaînons Boundary centraux,1,50,-999,190102,USA,19,1901,190102,Alaska Region,Southeast Alaska,Central Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,156750.532578999991529,1016802934.460000038146973
801,802,85516,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Southern Boundary Ranges,Southern Boundary Ranges,Chaînons Boundary méridionaux,1,50,-999,190101,USA,19,1901,190101,Alaska Region,Southeast Alaska,Southern Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,16629.345412599999690,16131680.071699999272823
802,803,85616,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Southern Boundary Ranges,Southern Boundary Ranges,Chaînons Boundary méridionaux,1,50,-999,190101,USA,19,1901,190101,Alaska Region,Southeast Alaska,Southern Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,47917.855250000000524,80950466.088300004601479
803,804,85716,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Southern Boundary Ranges,Southern Boundary Ranges,Chaînons Boundary méridionaux,1,50,-999,190101,USA,19,1901,190101,Alaska Region,Southeast Alaska,Southern Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,105954.167637000005925,466215970.734000027179718
804,805,85816,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Central Boundary Ranges,Central Boundary Ranges,Chaînons Boundary centraux,1,50,-999,190102,USA,19,1901,190102,Alaska Region,Southeast Alaska,Central Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,32002.468697699998302,58983824.355099998414516
805,806,85916,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Central Boundary Ranges,Central Boundary Ranges,Chaînons Boundary centraux,1,50,-999,190102,USA,19,1901,190102,Alaska Region,Southeast Alaska,Central Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,116041.652505000005476,571975953.097000002861023
806,807,86016,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Central Boundary Ranges,Central Boundary Ranges,Chaînons Boundary centraux,1,50,-999,190102,USA,19,1901,190102,Alaska Region,Southeast Alaska,Central Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,14463.673977099999320,13481428.248099999502301
807,808,86116,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Central Boundary Ranges,Central Boundary Ranges,Chaînons Boundary centraux,1,50,-999,190102,USA,19,1901,190102,Alaska Region,Southeast Alaska,Central Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,10273.037044799999421,6892704.470820000395179
808,809,86216,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Central Boundary Ranges,Central Boundary Ranges,Chaînons Boundary centraux,1,50,-999,190102,USA,19,1901,190102,Alaska Region,Southeast Alaska,Central Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,11299.546414300000833,9585360.630810000002384
809,810,86316,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Central Boundary Ranges,Central Boundary Ranges,Chaînons Boundary centraux,1,50,-999,190102,USA,19,1901,190102,Alaska Region,Southeast Alaska,Central Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,86437.890714399996796,500540927.268999993801117
810,811,86416,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Central Boundary Ranges,Central Boundary Ranges,Chaînons Boundary centraux,1,50,-999,190102,USA,19,1901,190102,Alaska Region,Southeast Alaska,Central Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,11899.935576300000321,7897515.749780000187457
811,812,86516,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Central Boundary Ranges,Central Boundary Ranges,Chaînons Boundary centraux,1,50,-999,190102,USA,19,1901,190102,Alaska Region,Southeast Alaska,Central Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,11983.123362399999678,8573014.425790000706911
812,813,86616,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Central Boundary Ranges,Central Boundary Ranges,Chaînons Boundary centraux,1,50,-999,190102,USA,19,1901,190102,Alaska Region,Southeast Alaska,Central Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,6955.050897639999675,3340732.195569999981672
813,814,86716,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Southern Boundary Ranges,Southern Boundary Ranges,Chaînons Boundary méridionaux,1,50,-999,190101,USA,19,1901,190101,Alaska Region,Southeast Alaska,Southern Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,841297.006041000015102,7035702951.409999847412109
814,815,86816,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Central Boundary Ranges,Central Boundary Ranges,Chaînons Boundary centraux,1,50,-999,190102,USA,19,1901,190102,Alaska Region,Southeast Alaska,Central Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,26757.157423600001493,49636187.905199997127056
815,816,86916,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Central Boundary Ranges,Central Boundary Ranges,Chaînons Boundary centraux,1,50,-999,190102,USA,19,1901,190102,Alaska Region,Southeast Alaska,Central Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,8450.935890849999851,4828130.888819999992847
816,817,87016,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Central Boundary Ranges,Central Boundary Ranges,Chaînons Boundary centraux,1,50,-999,190102,USA,19,1901,190102,Alaska Region,Southeast Alaska,Central Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,13609.599120599999878,10493821.835999999195337
817,818,87116,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Central Boundary Ranges,Central Boundary Ranges,Chaînons Boundary centraux,1,50,-999,190102,USA,19,1901,190102,Alaska Region,Southeast Alaska,Central Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,121968.934880999993766,553443593.544999957084656
818,819,87216,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Central Boundary Ranges,Central Boundary Ranges,Chaînons Boundary centraux,1,50,-999,190102,USA,19,1901,190102,Alaska Region,Southeast Alaska,Central Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,439077.771035999991000,2100359922.269999980926514
819,820,87316,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Central Boundary Ranges,Central Boundary Ranges,Chaînons Boundary centraux,1,50,-999,190102,USA,19,1901,190102,Alaska Region,Southeast Alaska,Central Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,327873.698415999999270,2832614334.400000095367432
820,821,87416,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Central Boundary Ranges,Central Boundary Ranges,Chaînons Boundary centraux,1,50,-999,190102,USA,19,1901,190102,Alaska Region,Southeast Alaska,Central Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,697686.027524000033736,7163479646.470000267028809
821,822,87516,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Central Boundary Ranges,Central Boundary Ranges,Chaînons Boundary centraux,1,50,-999,190102,USA,19,1901,190102,Alaska Region,Southeast Alaska,Central Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,7623.822622849999789,4014685.932670000009239
822,823,87616,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Central Boundary Ranges,Central Boundary Ranges,Chaînons Boundary centraux,1,50,-999,190102,USA,19,1901,190102,Alaska Region,Southeast Alaska,Central Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,8837.323267969999506,3514365.770029999781400
823,824,87716,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Central Boundary Ranges,Central Boundary Ranges,Chaînons Boundary centraux,1,50,-999,190102,USA,19,1901,190102,Alaska Region,Southeast Alaska,Central Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,11570.784945100000186,8861159.928950000554323
824,825,87816,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Central Boundary Ranges,Central Boundary Ranges,Chaînons Boundary centraux,1,50,-999,190102,USA,19,1901,190102,Alaska Region,Southeast Alaska,Central Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,26106.449251900001400,35485834.248199999332428
825,826,87916,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Central Boundary Ranges,Central Boundary Ranges,Chaînons Boundary centraux,1,50,-999,190102,USA,19,1901,190102,Alaska Region,Southeast Alaska,Central Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,42946.574503099996946,91878805.315699994564056
826,827,88016,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Central Boundary Ranges,Central Boundary Ranges,Chaînons Boundary centraux,1,50,-999,190102,USA,19,1901,190102,Alaska Region,Southeast Alaska,Central Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,109630.380065999997896,448225860.232999980449677
827,828,88116,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Central Boundary Ranges,Central Boundary Ranges,Chaînons Boundary centraux,1,50,-999,190102,USA,19,1901,190102,Alaska Region,Southeast Alaska,Central Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,571024.903204999980517,4313492405.850000381469727
828,829,88216,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Central Boundary Ranges,Central Boundary Ranges,Chaînons Boundary centraux,1,50,-999,190102,USA,19,1901,190102,Alaska Region,Southeast Alaska,Central Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,32077.946623200001341,30715074.234999999403954
829,830,88316,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Central Boundary Ranges,Central Boundary Ranges,Chaînons Boundary centraux,1,50,-999,190102,USA,19,1901,190102,Alaska Region,Southeast Alaska,Central Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,19470.372910199999751,23425238.556699998676777
830,831,88416,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Central Boundary Ranges,Central Boundary Ranges,Chaînons Boundary centraux,1,50,-999,190102,USA,19,1901,190102,Alaska Region,Southeast Alaska,Central Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,21425.484460600000602,30264715.084300000220537
831,832,88516,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Central Boundary Ranges,Central Boundary Ranges,Chaînons Boundary centraux,1,50,-999,190102,USA,19,1901,190102,Alaska Region,Southeast Alaska,Central Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,12898.063341499999297,11780549.600500000640750
832,833,88616,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Northern Boundary Ranges,Northern Boundary Ranges,Chaînons Boundary septentrionaux,1,50,-999,190103,USA,19,1901,190103,Alaska Region,Southeast Alaska,Northern Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,64205.931721100001596,206907743.009000003337860
833,834,88716,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Central Boundary Ranges,Central Boundary Ranges,Chaînons Boundary centraux,1,50,-999,190102,USA,19,1901,190102,Alaska Region,Southeast Alaska,Central Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,620142.865465000038967,4498525180.659999847412109
834,835,88816,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Northern Boundary Ranges,Northern Boundary Ranges,Chaînons Boundary septentrionaux,1,50,-999,190103,USA,19,1901,190103,Alaska Region,Southeast Alaska,Northern Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,30385.352149400001508,23637676.036100000143051
835,836,88916,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Central Boundary Ranges,Central Boundary Ranges,Chaînons Boundary centraux,1,50,-999,190102,USA,19,1901,190102,Alaska Region,Southeast Alaska,Central Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,69940.593786600002204,222565942.425000011920929
836,837,89016,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Northern Boundary Ranges,Northern Boundary Ranges,Chaînons Boundary septentrionaux,1,50,-999,190103,USA,19,1901,190103,Alaska Region,Southeast Alaska,Northern Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,16487.970701700000063,11365165.554999999701977
837,838,89116,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Northern Boundary Ranges,Northern Boundary Ranges,Chaînons Boundary septentrionaux,1,50,-999,190103,USA,19,1901,190103,Alaska Region,Southeast Alaska,Northern Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,27804.834453700001177,50086485.218599997460842
838,839,89216,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Central Boundary Ranges,Central Boundary Ranges,Chaînons Boundary centraux,1,50,-999,190102,USA,19,1901,190102,Alaska Region,Southeast Alaska,Central Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,664649.091855000006035,5559689249.180000305175781
839,840,89316,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Central Boundary Ranges,Central Boundary Ranges,Chaînons Boundary centraux,1,50,-999,190102,USA,19,1901,190102,Alaska Region,Southeast Alaska,Central Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,21766.630050499999925,28698403.151900000870228
840,841,89416,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Northern Boundary Ranges,Northern Boundary Ranges,Chaînons Boundary septentrionaux,1,50,-999,190103,USA,19,1901,190103,Alaska Region,Southeast Alaska,Northern Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,10804.812838399999237,8233224.052539999596775
841,842,89516,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Northern Boundary Ranges,Northern Boundary Ranges,Chaînons Boundary septentrionaux,1,50,-999,190103,USA,19,1901,190103,Alaska Region,Southeast Alaska,Northern Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,7367.604800400000386,3448175.101030000019819
842,843,89616,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Northern Boundary Ranges,Northern Boundary Ranges,Chaînons Boundary septentrionaux,1,50,-999,190103,USA,19,1901,190103,Alaska Region,Southeast Alaska,Northern Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,14412.754047899999932,12401061.288000000640750
843,844,89716,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Northern Boundary Ranges,Northern Boundary Ranges,Chaînons Boundary septentrionaux,1,50,-999,190103,USA,19,1901,190103,Alaska Region,Southeast Alaska,Northern Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,11911.282595599999695,7513762.020159999839962
844,845,89816,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Northern Boundary Ranges,Northern Boundary Ranges,Chaînons Boundary septentrionaux,1,50,-999,190103,USA,19,1901,190103,Alaska Region,Southeast Alaska,Northern Southeast Alaska, , , , , , ,-999, ,20081020,NEW, ,28827.051979600000777,22320643.710099998861551
