FID,OBJECTID,UIDENT,NAW1_EN,NAW1_SP,NAW1_FR,NAW2_EN,NAW2_SP,NAW2_FR,NAW3_EN,NAW3_SP,NAW3_FR,NAW4_EN,NAW4_SP,NAW4_FR,TRANS_BND,MAP_COLOR,INTERNAL,FED_REF,COUNTRY,USA_REG,USA_SUB,USA_ACC,USA_REG_NA,USA_SUB_NA,USA_ACC_NA,CAN_MDA,CAN_SDA,CAN_MDA_EN,CAN_MDA_FR,CAN_SDA_EN,CAN_SDA_FR,MEX_FC_RH,MEX_REG_RH,EDIT_DATE,EDIT,comments,Shape_Leng,Shape_Area
1595,1596,173116,Arctic Ocean,Océano Ártico,Océan Arctique,Arctic Ocean Seaboard,Litoral Océano Ártico,Littoral Océan Arctique, , , ,Coronation Gulf - Queen Maud Gulf,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999,10,-999,10Q,CAN,-999,-999,-999, , , ,10,10Q,Arctic Drainage Area,Aire de drainage de l'Arctique,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999, ,20090827,EDT, ,34566.472468100000697,18556290.335999999195337
1596,1597,173216,Arctic Ocean,Océano Ártico,Océan Arctique,Arctic Ocean Seaboard,Litoral Océano Ártico,Littoral Océan Arctique, , , ,Coronation Gulf - Queen Maud Gulf,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999,10,-999,10Q,CAN,-999,-999,-999, , , ,10,10Q,Arctic Drainage Area,Aire de drainage de l'Arctique,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999, ,20090827,EDT, ,12357.083170699999755,6749740.330049999989569
1597,1598,173316,Arctic Ocean,Océano Ártico,Océan Arctique,Arctic Ocean Seaboard,Litoral Océano Ártico,Littoral Océan Arctique, , , ,Southern Arctic Islands,Southern Arctic Islands,Sud de l'archipel Arctique,-999,10,-999,10T,CAN,-999,-999,-999, , , ,10,10T,Arctic Drainage Area,Aire de drainage de l'Arctique,Southern Arctic Islands,Sud de l'archipel Arctique,-999, ,20090827,EDT, ,93311.921524000004865,440978770.084999978542328
1598,1599,173416,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Copper River,Copper River,Fleuve Copper,1,50,-999,09M,CAN,-999,-999,-999, , , ,09,09M,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Copper,Copper,-999, ,20090827,EDT, ,334656.249514000024647,3971519575.539999961853027
1599,1600,173516,Arctic Ocean,Océano Ártico,Océan Arctique,Arctic Ocean Seaboard,Litoral Océano Ártico,Littoral Océan Arctique, , , ,Coronation Gulf - Queen Maud Gulf,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999,10,-999,10Q,CAN,-999,-999,-999, , , ,10,10Q,Arctic Drainage Area,Aire de drainage de l'Arctique,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999, ,20090827,EDT, ,16071.430290399999649,6925892.103050000034273
1600,1601,173616,Arctic Ocean,Océano Ártico,Océan Arctique,Arctic Ocean Seaboard,Litoral Océano Ártico,Littoral Océan Arctique, , , ,Gulf of Boothia,Gulf of Boothia,Golfe de Boothia,-999,10,-999,10S,CAN,-999,-999,-999, , , ,10,10S,Arctic Drainage Area,Aire de drainage de l'Arctique,Gulf of Boothia,Golfe de Boothia,-999, ,20090827,EDT, ,52759.312704399999348,145347939.976000010967255
1601,1602,173716,Arctic Ocean,Océano Ártico,Océan Arctique,Arctic Ocean Seaboard,Litoral Océano Ártico,Littoral Océan Arctique, , , ,Coronation Gulf - Queen Maud Gulf,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999,10,-999,10Q,CAN,-999,-999,-999, , , ,10,10Q,Arctic Drainage Area,Aire de drainage de l'Arctique,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999, ,20090827,EDT, ,11298.196588500000871,7459713.861759999766946
1602,1603,173816,Arctic Ocean,Océano Ártico,Océan Arctique,Arctic Ocean Seaboard,Litoral Océano Ártico,Littoral Océan Arctique, , , ,Coronation Gulf - Queen Maud Gulf,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999,10,-999,10Q,CAN,-999,-999,-999, , , ,10,10Q,Arctic Drainage Area,Aire de drainage de l'Arctique,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999, ,20090827,EDT, ,15434.353802800000267,11020968.378399999812245
1603,1604,173916,Arctic Ocean,Océano Ártico,Océan Arctique,Arctic Ocean Seaboard,Litoral Océano Ártico,Littoral Océan Arctique, , , ,Coronation Gulf - Queen Maud Gulf,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999,10,-999,10Q,CAN,-999,-999,-999, , , ,10,10Q,Arctic Drainage Area,Aire de drainage de l'Arctique,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999, ,20090827,EDT, ,35051.970982400001958,22250380.350800000131130
1604,1605,174016,Arctic Ocean,Océano Ártico,Océan Arctique,Arctic Ocean Seaboard,Litoral Océano Ártico,Littoral Océan Arctique, , , ,Baffin Island - Arctic Drainage,Baffin Island - Arctic Drainage,Île de Baffin - Hydrographie de l'Arctique,-999,10,-999,10U,CAN,-999,-999,-999, , , ,10,10U,Arctic Drainage Area,Aire de drainage de l'Arctique,Baffin Island - Arctic Drainage,Île de Baffin - Hydrographie de l'Arctique,-999, ,20090827,EDT, ,21322.127331799998501,28195810.017099998891354
1605,1606,174116,Arctic Ocean,Océano Ártico,Océan Arctique,Arctic Ocean Seaboard,Litoral Océano Ártico,Littoral Océan Arctique, , , ,Coronation Gulf - Queen Maud Gulf,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999,10,-999,10Q,CAN,-999,-999,-999, , , ,10,10Q,Arctic Drainage Area,Aire de drainage de l'Arctique,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999, ,20090827,EDT, ,14678.400182299999869,6886990.368909999728203
1606,1607,174216,Arctic Ocean,Océano Ártico,Océan Arctique,Arctic Ocean Seaboard,Litoral Océano Ártico,Littoral Océan Arctique, , , ,Coronation Gulf - Queen Maud Gulf,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999,10,-999,10Q,CAN,-999,-999,-999, , , ,10,10Q,Arctic Drainage Area,Aire de drainage de l'Arctique,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999, ,20090827,EDT, ,33093.787862199998926,16178193.913699999451637
1607,1608,174316,Arctic Ocean,Océano Ártico,Océan Arctique,Arctic Ocean Seaboard,Litoral Océano Ártico,Littoral Océan Arctique, , , ,Coronation Gulf - Queen Maud Gulf,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999,10,-999,10Q,CAN,-999,-999,-999, , , ,10,10Q,Arctic Drainage Area,Aire de drainage de l'Arctique,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999, ,20090827,EDT, ,22557.482961599998816,18888858.381099998950958
1608,1609,174416,Arctic Ocean,Océano Ártico,Océan Arctique,Arctic Ocean Seaboard,Litoral Océano Ártico,Littoral Océan Arctique, , , ,Coronation Gulf - Queen Maud Gulf,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999,10,-999,10Q,CAN,-999,-999,-999, , , ,10,10Q,Arctic Drainage Area,Aire de drainage de l'Arctique,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999, ,20090827,EDT, ,21652.834077799998340,12262532.350600000470877
1609,1610,174516,Arctic Ocean,Océano Ártico,Océan Arctique,Arctic Ocean Seaboard,Litoral Océano Ártico,Littoral Océan Arctique, , , ,Coronation Gulf - Queen Maud Gulf,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999,10,-999,10Q,CAN,-999,-999,-999, , , ,10,10Q,Arctic Drainage Area,Aire de drainage de l'Arctique,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999, ,20090827,EDT, ,77177.304829100001371,385620653.399999976158142
1610,1611,174616,Arctic Ocean,Océano Ártico,Océan Arctique,Arctic Ocean Seaboard,Litoral Océano Ártico,Littoral Océan Arctique, , , ,Coronation Gulf - Queen Maud Gulf,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999,10,-999,10Q,CAN,-999,-999,-999, , , ,10,10Q,Arctic Drainage Area,Aire de drainage de l'Arctique,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999, ,20090827,EDT, ,35124.241033999998763,38731236.595700003206730
1611,1612,174716,Arctic Ocean,Océano Ártico,Océan Arctique,Arctic Ocean Seaboard,Litoral Océano Ártico,Littoral Océan Arctique, , , ,Baffin Island - Arctic Drainage,Baffin Island - Arctic Drainage,Île de Baffin - Hydrographie de l'Arctique,-999,10,-999,10U,CAN,-999,-999,-999, , , ,10,10U,Arctic Drainage Area,Aire de drainage de l'Arctique,Baffin Island - Arctic Drainage,Île de Baffin - Hydrographie de l'Arctique,-999, ,20090827,EDT, ,53010.894882599997800,94183058.958900004625320
1612,1613,174816,Arctic Ocean,Océano Ártico,Océan Arctique,Arctic Ocean Seaboard,Litoral Océano Ártico,Littoral Océan Arctique, , , ,Coronation Gulf - Queen Maud Gulf,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999,10,-999,10Q,CAN,-999,-999,-999, , , ,10,10Q,Arctic Drainage Area,Aire de drainage de l'Arctique,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999, ,20090827,EDT, ,19296.900280599998950,10492011.221100000664592
1613,1614,174916,Arctic Ocean,Océano Ártico,Océan Arctique,Arctic Ocean Seaboard,Litoral Océano Ártico,Littoral Océan Arctique, , , ,Southern Arctic Islands,Southern Arctic Islands,Sud de l'archipel Arctique,-999,10,-999,10T,CAN,-999,-999,-999, , , ,10,10T,Arctic Drainage Area,Aire de drainage de l'Arctique,Southern Arctic Islands,Sud de l'archipel Arctique,-999, ,20090827,EDT, ,11469.742440699999861,7468124.134340000338852
1614,1615,175016,Arctic Ocean,Océano Ártico,Océan Arctique,Arctic Ocean Seaboard,Litoral Océano Ártico,Littoral Océan Arctique, , , ,Coronation Gulf - Queen Maud Gulf,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999,10,-999,10Q,CAN,-999,-999,-999, , , ,10,10Q,Arctic Drainage Area,Aire de drainage de l'Arctique,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999, ,20090827,EDT, ,64166.924579099999391,76123469.588899999856949
1615,1616,175116,Arctic Ocean,Océano Ártico,Océan Arctique,Arctic Ocean Seaboard,Litoral Océano Ártico,Littoral Océan Arctique, , , ,Coronation Gulf - Queen Maud Gulf,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999,10,-999,10Q,CAN,-999,-999,-999, , , ,10,10Q,Arctic Drainage Area,Aire de drainage de l'Arctique,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999, ,20090827,EDT, ,23996.490613800000574,24693846.013399999588728
1616,1617,175216,Arctic Ocean,Océano Ártico,Océan Arctique,Arctic Ocean Seaboard,Litoral Océano Ártico,Littoral Océan Arctique, , , ,Coronation Gulf - Queen Maud Gulf,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999,10,-999,10Q,CAN,-999,-999,-999, , , ,10,10Q,Arctic Drainage Area,Aire de drainage de l'Arctique,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999, ,20090827,EDT, ,29244.036840400000074,23720470.916499998420477
1617,1618,175316,Arctic Ocean,Océano Ártico,Océan Arctique,Arctic Ocean Seaboard,Litoral Océano Ártico,Littoral Océan Arctique, , , ,Southern Arctic Islands,Southern Arctic Islands,Sud de l'archipel Arctique,-999,10,-999,10T,CAN,-999,-999,-999, , , ,10,10T,Arctic Drainage Area,Aire de drainage de l'Arctique,Southern Arctic Islands,Sud de l'archipel Arctique,-999, ,20090827,EDT, ,21717.660154000001057,11587226.382899999618530
1618,1619,175416,Arctic Ocean,Océano Ártico,Océan Arctique,Arctic Ocean Seaboard,Litoral Océano Ártico,Littoral Océan Arctique, , , ,Coronation Gulf - Queen Maud Gulf,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999,10,-999,10Q,CAN,-999,-999,-999, , , ,10,10Q,Arctic Drainage Area,Aire de drainage de l'Arctique,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999, ,20090827,EDT, ,45214.946688000003633,61082931.557700000703335
1619,1620,175516,Arctic Ocean,Océano Ártico,Océan Arctique,Arctic Ocean Seaboard,Litoral Océano Ártico,Littoral Océan Arctique, , , ,Coronation Gulf - Queen Maud Gulf,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999,10,-999,10Q,CAN,-999,-999,-999, , , ,10,10Q,Arctic Drainage Area,Aire de drainage de l'Arctique,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999, ,20090827,EDT, ,37226.557404300001508,29251738.883200000971556
1620,1621,175616,Arctic Ocean,Océano Ártico,Océan Arctique,Arctic Ocean Seaboard,Litoral Océano Ártico,Littoral Océan Arctique, , , ,Coronation Gulf - Queen Maud Gulf,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999,10,-999,10Q,CAN,-999,-999,-999, , , ,10,10Q,Arctic Drainage Area,Aire de drainage de l'Arctique,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999, ,20090827,EDT, ,17991.658439099999669,17065560.059500001370907
1621,1622,175716,Arctic Ocean,Océano Ártico,Océan Arctique,Arctic Ocean Seaboard,Litoral Océano Ártico,Littoral Océan Arctique, , , ,Baffin Island - Arctic Drainage,Baffin Island - Arctic Drainage,Île de Baffin - Hydrographie de l'Arctique,-999,10,-999,10U,CAN,-999,-999,-999, , , ,10,10U,Arctic Drainage Area,Aire de drainage de l'Arctique,Baffin Island - Arctic Drainage,Île de Baffin - Hydrographie de l'Arctique,-999, ,20090827,EDT, ,25727.525924900000973,42184235.413699999451637
1622,1623,175816,Arctic Ocean,Océano Ártico,Océan Arctique,Arctic Ocean Seaboard,Litoral Océano Ártico,Littoral Océan Arctique, , , ,Coronation Gulf - Queen Maud Gulf,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999,10,-999,10Q,CAN,-999,-999,-999, , , ,10,10Q,Arctic Drainage Area,Aire de drainage de l'Arctique,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999, ,20090827,EDT, ,17343.193127400001686,19451814.089899998158216
1623,1624,175916,Arctic Ocean,Océano Ártico,Océan Arctique,Arctic Ocean Seaboard,Litoral Océano Ártico,Littoral Océan Arctique, , , ,Coronation Gulf - Queen Maud Gulf,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999,10,-999,10Q,CAN,-999,-999,-999, , , ,10,10Q,Arctic Drainage Area,Aire de drainage de l'Arctique,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999, ,20090827,EDT, ,45282.100734699997702,74831085.042899996042252
1624,1625,176016,Arctic Ocean,Océano Ártico,Océan Arctique,Arctic Ocean Seaboard,Litoral Océano Ártico,Littoral Océan Arctique, , , ,Coronation Gulf - Queen Maud Gulf,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999,10,-999,10Q,CAN,-999,-999,-999, , , ,10,10Q,Arctic Drainage Area,Aire de drainage de l'Arctique,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999, ,20090827,EDT, ,46837.771456499998749,92333001.318000003695488
1625,1626,176116,Arctic Ocean,Océano Ártico,Océan Arctique,Arctic Ocean Seaboard,Litoral Océano Ártico,Littoral Océan Arctique, , , ,Southern Arctic Islands,Southern Arctic Islands,Sud de l'archipel Arctique,-999,10,-999,10T,CAN,-999,-999,-999, , , ,10,10T,Arctic Drainage Area,Aire de drainage de l'Arctique,Southern Arctic Islands,Sud de l'archipel Arctique,-999, ,20090827,EDT, ,26493.549866299999849,20546317.785300001502037
1626,1627,176216,Arctic Ocean,Océano Ártico,Océan Arctique,Arctic Ocean Seaboard,Litoral Océano Ártico,Littoral Océan Arctique, , , ,Baffin Island - Arctic Drainage,Baffin Island - Arctic Drainage,Île de Baffin - Hydrographie de l'Arctique,-999,10,-999,10U,CAN,-999,-999,-999, , , ,10,10U,Arctic Drainage Area,Aire de drainage de l'Arctique,Baffin Island - Arctic Drainage,Île de Baffin - Hydrographie de l'Arctique,-999, ,20090827,EDT, ,23017.614948499998718,34383635.596100002527237
1627,1628,176316,Arctic Ocean,Océano Ártico,Océan Arctique,Arctic Ocean Seaboard,Litoral Océano Ártico,Littoral Océan Arctique, , , ,Coronation Gulf - Queen Maud Gulf,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999,10,-999,10Q,CAN,-999,-999,-999, , , ,10,10Q,Arctic Drainage Area,Aire de drainage de l'Arctique,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999, ,20090827,EDT, ,19656.575093999999808,8354490.784719999879599
1628,1629,176416,Arctic Ocean,Océano Ártico,Océan Arctique,Arctic Ocean Seaboard,Litoral Océano Ártico,Littoral Océan Arctique, , , ,Southern Arctic Islands,Southern Arctic Islands,Sud de l'archipel Arctique,-999,10,-999,10T,CAN,-999,-999,-999, , , ,10,10T,Arctic Drainage Area,Aire de drainage de l'Arctique,Southern Arctic Islands,Sud de l'archipel Arctique,-999, ,20090827,EDT, ,21461.331715600001189,9793623.876529999077320
1629,1630,176516,Arctic Ocean,Océano Ártico,Océan Arctique,Arctic Ocean Seaboard,Litoral Océano Ártico,Littoral Océan Arctique, , , ,Gulf of Boothia,Gulf of Boothia,Golfe de Boothia,-999,10,-999,10S,CAN,-999,-999,-999, , , ,10,10S,Arctic Drainage Area,Aire de drainage de l'Arctique,Gulf of Boothia,Golfe de Boothia,-999, ,20090827,EDT, ,153351.832335000013700,1136323800.240000009536743
1630,1631,176616,Arctic Ocean,Océano Ártico,Océan Arctique,Arctic Ocean Seaboard,Litoral Océano Ártico,Littoral Océan Arctique, , , ,Coronation Gulf - Queen Maud Gulf,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999,10,-999,10Q,CAN,-999,-999,-999, , , ,10,10Q,Arctic Drainage Area,Aire de drainage de l'Arctique,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999, ,20090827,EDT, ,29121.945057100001577,60243099.238700002431870
1631,1632,176716,Arctic Ocean,Océano Ártico,Océan Arctique,Arctic Ocean Seaboard,Litoral Océano Ártico,Littoral Océan Arctique, , , ,Coronation Gulf - Queen Maud Gulf,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999,10,-999,10Q,CAN,-999,-999,-999, , , ,10,10Q,Arctic Drainage Area,Aire de drainage de l'Arctique,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999, ,20090827,EDT, ,31461.352214700000332,65371580.616499997675419
1632,1633,176816,Arctic Ocean,Océano Ártico,Océan Arctique,Arctic Ocean Seaboard,Litoral Océano Ártico,Littoral Océan Arctique, , , ,Coronation Gulf - Queen Maud Gulf,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999,10,-999,10Q,CAN,-999,-999,-999, , , ,10,10Q,Arctic Drainage Area,Aire de drainage de l'Arctique,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999, ,20090827,EDT, ,21640.706120499999088,24411103.013999998569489
1633,1634,176916,Arctic Ocean,Océano Ártico,Océan Arctique,Arctic Ocean Seaboard,Litoral Océano Ártico,Littoral Océan Arctique, , , ,Gulf of Boothia,Gulf of Boothia,Golfe de Boothia,-999,10,-999,10S,CAN,-999,-999,-999, , , ,10,10S,Arctic Drainage Area,Aire de drainage de l'Arctique,Gulf of Boothia,Golfe de Boothia,-999, ,20090827,EDT, ,11371.828643599999850,9145094.773840000852942
1634,1635,177016,Arctic Ocean,Océano Ártico,Océan Arctique,Arctic Ocean Seaboard,Litoral Océano Ártico,Littoral Océan Arctique, , , ,Coronation Gulf - Queen Maud Gulf,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999,10,-999,10Q,CAN,-999,-999,-999, , , ,10,10Q,Arctic Drainage Area,Aire de drainage de l'Arctique,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999, ,20090827,EDT, ,39322.220945799999754,43798090.498499996960163
1635,1636,177116,Arctic Ocean,Océano Ártico,Océan Arctique,Arctic Ocean Seaboard,Litoral Océano Ártico,Littoral Océan Arctique, , , ,Coronation Gulf - Queen Maud Gulf,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999,10,-999,10Q,CAN,-999,-999,-999, , , ,10,10Q,Arctic Drainage Area,Aire de drainage de l'Arctique,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999, ,20090827,EDT, ,27496.190491699999257,19327605.728100001811981
1636,1637,177216,Arctic Ocean,Océano Ártico,Océan Arctique,Arctic Ocean Seaboard,Litoral Océano Ártico,Littoral Océan Arctique, , , ,Baffin Island - Arctic Drainage,Baffin Island - Arctic Drainage,Île de Baffin - Hydrographie de l'Arctique,-999,10,-999,10U,CAN,-999,-999,-999, , , ,10,10U,Arctic Drainage Area,Aire de drainage de l'Arctique,Baffin Island - Arctic Drainage,Île de Baffin - Hydrographie de l'Arctique,-999, ,20090827,EDT, ,27985.929676799998560,24733841.602200001478195
1637,1638,177316,Arctic Ocean,Océano Ártico,Océan Arctique,Arctic Ocean Seaboard,Litoral Océano Ártico,Littoral Océan Arctique, , , ,Southern Arctic Islands,Southern Arctic Islands,Sud de l'archipel Arctique,-999,10,-999,10T,CAN,-999,-999,-999, , , ,10,10T,Arctic Drainage Area,Aire de drainage de l'Arctique,Southern Arctic Islands,Sud de l'archipel Arctique,-999, ,20090827,EDT, ,29006.310784699999203,35747352.083599999547005
1638,1639,177416,Arctic Ocean,Océano Ártico,Océan Arctique,Arctic Ocean Seaboard,Litoral Océano Ártico,Littoral Océan Arctique, , , ,Coronation Gulf - Queen Maud Gulf,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999,10,-999,10Q,CAN,-999,-999,-999, , , ,10,10Q,Arctic Drainage Area,Aire de drainage de l'Arctique,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999, ,20090827,EDT, ,10905.195407699999123,6855606.346450000070035
1639,1640,177516,Arctic Ocean,Océano Ártico,Océan Arctique,Arctic Ocean Seaboard,Litoral Océano Ártico,Littoral Océan Arctique, , , ,Coronation Gulf - Queen Maud Gulf,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999,10,-999,10Q,CAN,-999,-999,-999, , , ,10,10Q,Arctic Drainage Area,Aire de drainage de l'Arctique,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999, ,20090827,EDT, ,18696.453438100001222,22980658.115800000727177
1640,1641,177616,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Gulf of Alaska,Golfo de Alaska,Golfe d'Alaska,1,50,-999,08A,CAN,-999,-999,-999, , , ,08,08A,Pacific Drainage Area,Aire de drainage du Pacifique,Alsek,Alsek,-999, ,20090827,EDT, ,1101087.054729999974370,31161522400.900001525878906
1641,1642,177716,Arctic Ocean,Océano Ártico,Océan Arctique,Arctic Ocean Seaboard,Litoral Océano Ártico,Littoral Océan Arctique, , , ,Back,Back,Back,-999,10,-999,10R,CAN,-999,-999,-999, , , ,10,10R,Arctic Drainage Area,Aire de drainage de l'Arctique,Back,Back,-999, ,20090827,EDT, ,19169.158250799999223,23206121.460099998861551
1642,1643,177816,Arctic Ocean,Océano Ártico,Océan Arctique,Arctic Ocean Seaboard,Litoral Océano Ártico,Littoral Océan Arctique, , , ,Coronation Gulf - Queen Maud Gulf,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999,10,-999,10Q,CAN,-999,-999,-999, , , ,10,10Q,Arctic Drainage Area,Aire de drainage de l'Arctique,Coronation Gulf - Queen Maud Gulf,Baie du Couronnement - Golfe de la Reine-Maud,-999, ,20090827,EDT, ,15179.476622100000895,14016628.484899999573827
1643,1644,177916,Arctic Ocean,Océano Ártico,Océan Arctique,Arctic Ocean Seaboard,Litoral Océano Ártico,Littoral Océan Arctique, , , ,Baffin Island - Arctic Drainage,Baffin Island - Arctic Drainage,Île de Baffin - Hydrographie de l'Arctique,-999,10,-999,10U,CAN,-999,-999,-999, , , ,10,10U,Arctic Drainage Area,Aire de drainage de l'Arctique,Baffin Island - Arctic Drainage,Île de Baffin - Hydrographie de l'Arctique,-999, ,20090827,EDT, ,23516.369586299999355,34437697.110100001096725
1644,1645,178016,Arctic Ocean,Océano Ártico,Océan Arctique,Arctic Ocean Seaboard,Litoral Océano Ártico,Littoral Océan Arctique, , , ,Baffin Island - Arctic Drainage,Baffin Island - Arctic Drainage,Île de Baffin - Hydrographie de l'Arctique,-999,10,-999,10U,CAN,-999,-999,-999, , , ,10,10U,Arctic Drainage Area,Aire de drainage de l'Arctique,Baffin Island - Arctic Drainage,Île de Baffin - Hydrographie de l'Arctique,-999, ,20090827,EDT, ,23599.433440500000870,26451632.048000000417233
1645,1646,178116,Arctic Ocean,Océano Ártico,Océan Arctique,Arctic Ocean Seaboard,Litoral Océano Ártico,Littoral Océan Arctique, , , ,Baffin Island - Arctic Drainage,Baffin Island - Arctic Drainage,Île de Baffin - Hydrographie de l'Arctique,-999,10,-999,10U,CAN,-999,-999,-999, , , ,10,10U,Arctic Drainage Area,Aire de drainage de l'Arctique,Baffin Island - Arctic Drainage,Île de Baffin - Hydrographie de l'Arctique,-999, ,20090827,EDT, ,35503.412775800003146,43564312.448799997568130
1646,1647,178216,Arctic Ocean,Océano Ártico,Océan Arctique,Arctic Ocean Seaboard,Litoral Océano Ártico,Littoral Océan Arctique, , , ,Baffin Island - Arctic Drainage,Baffin Island - Arctic Drainage,Île de Baffin - Hydrographie de l'Arctique,-999,10,-999,10U,CAN,-999,-999,-999, , , ,10,10U,Arctic Drainage Area,Aire de drainage de l'Arctique,Baffin Island - Arctic Drainage,Île de Baffin - Hydrographie de l'Arctique,-999, ,20090827,EDT, ,18263.744224999998551,21135950.821400001645088
